Source,Target,Type,Ports
"34","32",Undirected,"1p17-284,1p6-30"
"2","8",Undirected,"1p6-20"
"43","19",Undirected,"1p17-280,1p6-10"
"18","1",Undirected,"1p6-32"
"31","41",Undirected,"1p6-26"
"3","36",Undirected,"2p17-226,6p6-8283"
"39","5",Undirected,"23p6-200"
"36","33",Undirected,"19p6-592,1p6-10"
"7","3",Undirected,"1p6-20"
"16","9",Undirected,"1p17-280"
"50","37",Undirected,"1p6-32"
"35","16",Undirected,"1p17-284,16p6-4990"
"31","29",Undirected,"1p17-280"
"48","47",Undirected,"1p17-282"
"30","15",Undirected,"1p17-282,1p6-10"
"33","1",Undirected,"1p17-282,1p6-30"
"18","19",Undirected,"1p6-36"
"36","4",Undirected,"19p6-502"
"8","31",Undirected,"1p17-280,1p6-10"
"15","22",Undirected,"1p6-10"
"7","33",Undirected,"1p17-284"
"49","2",Undirected,"1p17-282,1p6-48"
"49","24",Undirected,"1p6-16"
"44","21",Undirected,"1p17-282,1p6-20"
"7","50",Undirected,"1p6-30"
"85","143",Undirected,"15p6-16218"
"46","11",Undirected,"1p6-26"
"19","12",Undirected,"1p6-21"
"47","36",Undirected,"1p6-16,2p17-26556,4p6-26623,6p6-14716"
"48","18",Undirected,"1p17-282,1p6-36"
"34","45",Undirected,"1p17-286,1p6-10"
"9","30",Undirected,"1p17-282,1p6-10"
"48","25",Undirected,"8p6-379"
"19","16",Undirected,"1p17-282,1p6-10"
"26","4",Undirected,"1p17-284"
"19","47",Undirected,"1p17-282,1p6-16"
"108","54",Undirected,"21p6-33924"
"28","34",Undirected,"1p6-20"
"38","22",Undirected,"1p6-20"
"40","53",Undirected,"1p17-282,2p6-89467"
"12","3",Undirected,"1p17-284,1p6-40"
"9","10",Undirected,"1p6-16"
"22","10",Undirected,"1p6-26"
"49","50",Undirected,"1p17-280,1p6-26"
"21","27",Undirected,"1p17-284,1p6-20"
"10","57",Undirected,"1p17-282,1p6-38,2p6-42612"
"7","47",Undirected,"1p17-284"
"8","37",Undirected,"1p17-284"
"7","46",Undirected,"1p17-284,1p6-10"
"4","39",Undirected,"1p17-280,1p6-19,2p17-224,6p6-3496"
"46","37",Undirected,"1p17-284,1p6-10"
"48","22",Undirected,"1p17-282,7p6-22788,1p6-10"
"144","59",Undirected,"73p17-5"
"20","26",Undirected,"1p17-280,7p6-1241"
"35","49",Undirected,"1p17-284,1p6-16,33p6-39890"
"31","13",Undirected,"1p6-16"
"64","145",Undirected,"2p17-76"
"44","47",Undirected,"1p17-284,1p6-16"
"10","7",Undirected,"12p6-11553"
"146","59",Undirected,"74p17-6"
"50","7",Undirected,"779p6-364,1p17-280,1p6-20,12p6-264"
"29","8",Undirected,"1p6-10"
"35","22",Undirected,"1p17-282"
"147","59",Undirected,"73p17-5,74p17-3"
"36","28",Undirected,"11p6-461,1p17-282,19p6-493,18p6-1722"
"10","22",Undirected,"1p17-282,1p6-26"
"148","59",Undirected,"73p17-5"
"29","13",Undirected,"1p6-16,1004p6-5396"
"41","14",Undirected,"1p17-282,1p6-10"
"53","48",Undirected,"12p6-153830"
"6","13",Undirected,"1p17-280,1p6-16"
"15","44",Undirected,"1p17-284,1p6-20"
"47","4",Undirected,"1p17-286"
"44","33",Undirected,"1p17-282,1p6-20"
"35","25",Undirected,"8p6-379"
"28","9",Undirected,"1p6-60"
"7","6",Undirected,"1p17-280,1p6-10"
"31","19",Undirected,"1p17-284"
"186","89",Undirected,"8p6-2872"
"6","33",Undirected,"1p17-280,1p6-10"
"8","36",Undirected,"4p17-6,1p6-20,2p17-212,6p6-3865"
"17","26",Undirected,"1p17-282"
"38","42",Undirected,"1p6-10"
"15","57",Undirected,"1p6-16,2p6-2921"
"31","9",Undirected,"1p6-64"
"7","31",Undirected,"1p6-10"
"149","59",Undirected,"73p17-5,74p17-3"
"4","24",Undirected,"1p17-282"
"9","17",Undirected,"4p17-6,1p6-13,2p17-222,6p6-2554"
"20","46",Undirected,"1p17-118,1p6-10"
"4","6",Undirected,"1p17-284,1p6-16"
"30","40",Undirected,"3p17-22,1p6-22"
"33","36",Undirected,"1p17-284,1p6-10,2p17-3576,6p6-18570"
"21","6",Undirected,"1p17-282"
"4","27",Undirected,"1p17-280"
"6","27",Undirected,"1p17-282,1p6-10"
"5","36",Undirected,"2p17-228,6p6-2713"
"44","40",Undirected,"1p6-10,3p17-14"
"53","49",Undirected,"1p17-282"
"19","57",Undirected,"1p6-32"
"18","37",Undirected,"1p17-282,1p6-10"
"1","28",Undirected,"11p6-14442,1p17-282,1p6-16"
"57","32",Undirected,"1p6-16"
"22","31",Undirected,"1p17-280,1p6-10"
"15","37",Undirected,"1p17-286,1p6-10,19p6-6674,42p6-6737"
"32","48",Undirected,"1p17-282,1p6-20,12p6-33527"
"21","4",Undirected,"1p17-284,1p6-58"
"12","43",Undirected,"1p17-284,1p6-20"
"47","16",Undirected,"1p17-282,1p6-32"
"45","50",Undirected,"1p6-10"
"21","48",Undirected,"1p17-284,12p6-30593"
"20","15",Undirected,"1p6-10"
"7","34",Undirected,"1p6-20,12p6-90"
"40","47",Undirected,"1p17-282"
"29","44",Undirected,"1p6-20"
"13","41",Undirected,"1p17-280"
"46","10",Undirected,"1p17-284,1p6-82"
"2","32",Undirected,"1p6-30"
"32","23",Undirected,"3p17-28"
"11","4",Undirected,"1p17-280,1p6-38,10p6-54644"
"36","21",Undirected,"1425p6-3330,19p6-508,12p6-5635"
"42","41",Undirected,"1p17-284,15p6-1780"
"46","27",Undirected,"1p17-282,1p6-36"
"10","9",Undirected,"1p17-286"
"8","57",Undirected,"1p6-42"
"14","19",Undirected,"1p17-282"
"21","57",Undirected,"1p17-282,1p6-16"
"11","20",Undirected,"1p17-284,1p6-10"
"46","29",Undirected,"1p17-282"
"42","33",Undirected,"1p17-280,31p6-121065"
"23","19",Undirected,"1p17-282,1p6-20"
"32","35",Undirected,"1p17-280"
"31","57",Undirected,"1p17-280,1p6-22,2p6-75093"
"35","37",Undirected,"1p17-284,1p6-10"
"12","11",Undirected,"1p17-280,1p6-26"
"26","36",Undirected,"2p17-764,6p6-2021"
"11","29",Undirected,"1p6-26"
"35","15",Undirected,"1p17-282,1p6-30"
"10","40",Undirected,"1p17-282,3p17-14,1p6-20"
"49","48",Undirected,"1p17-282,1p6-48,12p6-35642"
"11","27",Undirected,"1p6-26"
"49","37",Undirected,"1p17-286,1p6-38"
"27","9",Undirected,"1p17-284"
"23","16",Undirected,"1p17-280,1p6-10"
"10","26",Undirected,"1p6-16"
"4","48",Undirected,"1p6-16,12p6-40899"
"45","32",Undirected,"1p17-282,1p6-10,29p6-6338"
"37","40",Undirected,"3p17-20"
"9","27",Undirected,"1p6-10"
"16","49",Undirected,"1p17-282,43p6-9216,1p6-16,33p6-2157"
"40","33",Undirected,"1p6-30,31p6-18993"
"15","2",Undirected,"1p17-284,1p6-10,2p6-3029"
"14","17",Undirected,"1p17-278,1p6-39,2p17-234,6p6-2746"
"11","48",Undirected,"1p6-48,12p6-168861"
"38","8",Undirected,"1p17-284,32p6-14973,1p6-30"
"45","25",Undirected,"777p6-1435,779p6-5262,8p6-376"
"53","45",Undirected,"1p6-16"
"26","6",Undirected,"1p17-278,1p6-10"
"53","37",Undirected,"1p6-16"
"32","19",Undirected,"1p17-282,1p6-20"
"35","28",Undirected,"11p6-14759,1p6-20"
"13","5",Undirected,"11p6-4761,1p6-40"
"4","50",Undirected,"1p17-282,1p6-16"
"11","16",Undirected,"1p17-284,14p6-1440"
"9","47",Undirected,"1p17-280,1p6-32"
"28","13",Undirected,"1p6-32"
"45","1",Undirected,"1p6-20"
"23","53",Undirected,"1p6-10,2p6-116689"
"40","36",Undirected,"5p6-13424,1p6-20,2p17-8126,6p6-10589"
"44","42",Undirected,"1p17-240,1p6-32"
"32","3",Undirected,"1p6-10"
"41","28",Undirected,"11p6-14907,1p6-10"
"1","5",Undirected,"11p6-23003,1p17-282,1p6-10"
"40","20",Undirected,"1p6-20"
"15","12",Undirected,"1p17-284,1p6-10"
"13","45",Undirected,"1p17-282,50p6-122,1p6-10"
"37","13",Undirected,"1p6-22,36p6-137440,55p6-9591"
"35","9",Undirected,"1p17-280"
"39","22",Undirected,"18p6-0,23p6-201"
"5","23",Undirected,"3p17-20"
"46","17",Undirected,"2p17-216,6p6-4655"
"57","22",Undirected,"1p6-16"
"18","35",Undirected,"1p17-284"
"36","45",Undirected,"1p17-284,1p6-10,19p6-488"
"57","45",Undirected,"1p17-282,1p6-30"
"21","49",Undirected,"1p6-32,33p6-25835"
"51","28",Undirected,"1p6-10"
"16","30",Undirected,"1p17-158,9p6-124,1p6-10"
"42","20",Undirected,"1p17-284,1p6-10"
"28","43",Undirected,"1p6-10"
"26","25",Undirected,"8p6-373"
"150","59",Undirected,"73p17-5,74p17-3"
"16","10",Undirected,"1p6-16"
"21","50",Undirected,"1p17-280,1p6-10"
"31","15",Undirected,"1p6-16,14p6-1440"
"151","59",Undirected,"73p17-5"
"10","45",Undirected,"1p17-282"
"11","39",Undirected,"922p6-50,37p6-92,1p6-38,2p17-14782,4p6-977,6p6-5932,773p6-954"
"47","13",Undirected,"1p6-60"
"10","18",Undirected,"1p17-282,1p6-32"
"33","20",Undirected,"1p17-282"
"51","18",Undirected,"1p17-282,1p6-31"
"40","19",Undirected,"1p17-280,1p6-10"
"9","49",Undirected,"1p17-280,1p6-10"
"31","18",Undirected,"1p6-16"
"37","39",Undirected,"1p6-26,2p17-4670,6p6-12661"
"11","31",Undirected,"915p6-10785,916p6-10785,1p17-280,1p6-16,912p6-10785,15p6-10785,913p6-10785,910p6-9777,42p6-13242,911p6-17415,917p6-10785,914p6-5519"
"24","30",Undirected,"1p17-282,1p6-10"
"36","2",Undirected,"1p17-286,19p6-498,1p6-10,2p6-2673"
"16","57",Undirected,"1p17-274,1p6-16,2p6-2786"
"16","8",Undirected,"1p17-280"
"19","5",Undirected,"1p6-32"
"14","11",Undirected,"1p17-284,1p6-32"
"1","37",Undirected,"1p17-278"
"12","46",Undirected,"1p6-30"
"31","14",Undirected,"1p6-32"
"53","50",Undirected,"1p6-48"
"152","59",Undirected,"73p17-5"
"11","50",Undirected,"1p6-20"
"4","44",Undirected,"1p17-282,1p6-10"
"5","29",Undirected,"1p17-286,1p6-16"
"45","57",Undirected,"2p6-0"
"17","16",Undirected,"1p17-284"
"17","51",Undirected,"1p17-284,1p6-30"
"53","15",Undirected,"1p17-284"
"10","2",Undirected,"1p17-280"
"26","46",Undirected,"1p17-280,1p6-10"
"15","5",Undirected,"11p6-8256,1p17-282,1p6-26"
"5","57",Undirected,"1p6-10"
"10","48",Undirected,"1p6-64,12p6-45502"
"16","1",Undirected,"1p6-32"
"33","48",Undirected,"1p17-282,1p6-10,12p6-35524"
"54","141",Undirected,"3p17-8"
"43","10",Undirected,"1p6-16"
"7","17",Undirected,"4p17-4,1p17-282,1p6-23,2p17-3238,6p6-2183"
"45","15",Undirected,"1p17-282,1p6-10"
"46","22",Undirected,"1p6-16"
"51","8",Undirected,"1p17-282,1p6-10"
"40","16",Undirected,"1p6-30"
"43","33",Undirected,"2116p6-81,1615p6-234,1556p6-1025,1527p6-4270,1427p6-7599,1766p6-3982,1800p6-2587,1990p6-39,2070p6-2,1663p6-10221,276p6-371,1643p6-696,2025p6-85,2089p6-3629,1728p6-1832,2110p6-25,1705p6-12616,1746p6-18970,1761p6-826,1640p6-5472,1492p6-6395,1726p6-14321,728p6-20963,31p6-224839,1639p6-100801,1638p6-9992,2123p6-718,1604p6-9845,1485p6-8061"
"13","36",Undirected,"2p17-1192,6p6-2184"
"14","48",Undirected,"1p17-282,1p6-30,12p6-25254"
"19","26",Undirected,"1p17-284,1p6-20"
"24","44",Undirected,"1p17-280,1p6-20"
"32","4",Undirected,"1p17-278,1p6-32"
"32","15",Undirected,"1p17-284"
"49","34",Undirected,"1p17-282,1p6-32"
"3","5",Undirected,"1p6-20"
"28","6",Undirected,"1p17-282,1p6-20"
"9","39",Undirected,"1p6-39,2p17-218,6p6-2809"
"8","24",Undirected,"1p17-278,1p6-20"
"28","23",Undirected,"1p17-282,3p17-28,1p6-10"
"16","37",Undirected,"1p6-16,19p6-6514,42p6-7304"
"6","51",Undirected,"1p17-280,1p6-10"
"153","59",Undirected,"73p17-5,74p17-3"
"50","6",Undirected,"1p17-282,1p6-26"
"57","28",Undirected,"1p6-10"
"22","39",Undirected,"1p17-282,1p6-26,2p17-778,6p6-2672"
"13","37",Undirected,"1p17-284,1p6-16"
"24","25",Undirected,"8p6-1113"
"154","59",Undirected,"73p17-9,74p17-13"
"39","20",Undirected,"1p6-65,18p6-0,23p6-201"
"30","45",Undirected,"1p6-10"
"8","10",Undirected,"1p17-284,1p6-16"
"28","19",Undirected,"1p6-30"
"71","80",Undirected,"8p6-603"
"11","26",Undirected,"1p17-286,1p6-48"
"143","49",Undirected,"33p6-65588"
"20","34",Undirected,"1p6-10"
"1","6",Undirected,"1p17-286,1p6-16"
"17","14",Undirected,"1p6-13"
"17","5",Undirected,"1p17-284,1p6-10"
"33","8",Undirected,"1p6-20"
"14","49",Undirected,"1p17-282,43p6-14070,33p6-1372"
"38","27",Undirected,"1p6-20"
"20","31",Undirected,"1p6-32"
"47","23",Undirected,"1p17-280,1p6-16,3p17-14"
"38","48",Undirected,"1p6-10,12p6-45639"
"15","53",Undirected,"2p6-90965"
"32","41",Undirected,"1p6-10"
"32","5",Undirected,"1p6-26"
"2","24",Undirected,"1p6-10"
"18","25",Undirected,"8p6-378"
"57","8",Undirected,"1p17-282,1p6-16"
"5","6",Undirected,"1p17-282,1p6-26"
"102","267",Undirected,"3p17-1"
"40","15",Undirected,"1p6-20"
"49","15",Undirected,"1p6-32"
"33","14",Undirected,"1p17-280,1p6-10"
"40","13",Undirected,"1p6-10"
"3","30",Undirected,"1p6-20"
"35","36",Undirected,"1p6-20,2p17-6314,6p6-7702"
"44","9",Undirected,"1p6-20"
"21","45",Undirected,"1p17-284"
"18","31",Undirected,"1p17-282"
"18","5",Undirected,"1p6-16"
"42","30",Undirected,"1p6-32"
"33","30",Undirected,"9p6-278"
"41","36",Undirected,"1p6-10,2p17-5828,6p6-21422"
"5","20",Undirected,"1p6-34"
"5","18",Undirected,"1p17-282,1p6-38"
"82","75",Undirected,"2p17-153"
"41","31",Undirected,"1p17-280,775p6-14000"
"19","42",Undirected,"1p17-282"
"57","39",Undirected,"1p6-10,2p17-220,6p6-3111"
"3","7",Undirected,"1p17-278,1p6-10,12p6-256"
"34","18",Undirected,"1p6-21"
"39","57",Undirected,"1p17-286,1p6-10,23p6-200,2p6-2745"
"20","17",Undirected,"1p6-13,2p17-782,6p6-3992"
"16","31",Undirected,"38p6-3617,916p6-18684,905p6-3647,1p17-284,775p6-6509,912p6-17962,919p6-5394,42p6-54995,911p6-3410,40p6-1570"
"45","38",Undirected,"1p17-282"
"38","32",Undirected,"1p6-40"
"10","50",Undirected,"1p17-282"
"21","23",Undirected,"1p17-282,3p17-28,1p6-10"
"23","12",Undirected,"1p17-282,1p6-20,2p6-79479"
"24","21",Undirected,"1p17-282,1p6-10"
"39","42",Undirected,"1p17-280,1p6-26,23p6-200"
"2","10",Undirected,"1p6-16"
"36","43",Undirected,"1p17-280,1p6-10,19p6-474"
"8","9",Undirected,"1p17-284,32p6-14587,1p6-10"
"46","40",Undirected,"3p17-24,1p6-16"
"27","15",Undirected,"1p6-20"
"67","155",Undirected,"779p6-720"
"41","16",Undirected,"1p17-286,1p6-10,16p6-10574"
"38","21",Undirected,"1p6-20"
"43","41",Undirected,"1p17-282,1p6-20"
"21","22",Undirected,"1p17-282,7p6-12249"
"13","1",Undirected,"1p17-278,1p6-30"
"11","36",Undirected,"4p17-6,37p6-0,1p17-280,1p6-32,2p17-14674,4p6-1058,6p6-6173"
"51","57",Undirected,"1p17-280,1p6-16,2p6-2898"
"46","2",Undirected,"1p6-32"
"40","39",Undirected,"1p17-278,5p6-1144,1p6-10,2p17-8162,4p6-24,6p6-19192"
"24","28",Undirected,"1p6-20"
"21","41",Undirected,"1p17-280,1p6-30"
"26","33",Undirected,"1p6-10,31p6-29126"
"21","53",Undirected,"1p6-16"
"1","35",Undirected,"1p17-284,1p6-32"
"22","25",Undirected,"8p6-376"
"32","28",Undirected,"11p6-5402,1p6-20"
"36","39",Undirected,"18p6-0,774p6-0,6p6-0"
"110","102",Undirected,"2305p6-1716"
"11","22",Undirected,"1p6-16"
"32","40",Undirected,"3p17-28,1p6-20"
"40","44",Undirected,"11p6-6962,1p17-284,1p6-10"
"119","85",Undirected,"779p6-17940,2304p6-6484"
"22","21",Undirected,"1p6-20,767p6-14162"
"49","16",Undirected,"1p6-16"
"28","30",Undirected,"1p17-282,1p6-10"
"33","27",Undirected,"1p17-282,1p6-10,15p6-1702"
"156","59",Undirected,"73p17-5"
"42","19",Undirected,"1p6-30"
"35","46",Undirected,"1p17-284"
"26","16",Undirected,"1p17-284,1p6-20"
"40","43",Undirected,"1p17-280,1p6-51,31p6-17417"
"31","2",Undirected,"2p6-40168"
"5","39",Undirected,"1p17-284,1p6-10,2p17-216,6p6-3572"
"45","7",Undirected,"1p17-284,1p6-30,12p6-2402"
"26","44",Undirected,"11p6-414,1p17-282,1p6-20"
"35","20",Undirected,"1p17-280"
"10","3",Undirected,"1p6-32"
"37","30",Undirected,"1p17-284"
"30","16",Undirected,"1p17-124,1p6-20"
"1","20",Undirected,"1p17-282,1p6-16"
"102","175",Undirected,"2p17-4"
"16","29",Undirected,"1p17-278,1p6-30,55p6-5968"
"31","5",Undirected,"1p17-282,1p6-22"
"157","59",Undirected,"73p17-5"
"45","44",Undirected,"1p17-282,1p6-10"
"53","39",Undirected,"1p6-20,2p17-224,6p6-4226"
"35","13",Undirected,"1p17-282,1p6-36"
"2","3",Undirected,"1p6-10"
"18","13",Undirected,"1p6-22,36p6-50546,55p6-2872"
"41","25",Undirected,"8p6-376"
"20","35",Undirected,"1p6-10"
"1","45",Undirected,"1p17-284,1p6-16"
"44","6",Undirected,"1p17-280,1p6-10"
"9","53",Undirected,"1p6-26"
"31","28",Undirected,"1p6-10"
"24","39",Undirected,"1p17-280,2p17-216,6p6-2989"
"28","18",Undirected,"1p17-282,1p6-10"
"6","18",Undirected,"1p17-282"
"16","18",Undirected,"1p6-10,19p6-6551,42p6-7397"
"53","16",Undirected,"1p6-16"
"48","11",Undirected,"1p17-284"
"18","40",Undirected,"1p6-10,3p17-22"
"3","34",Undirected,"1p17-284"
"2","13",Undirected,"1p17-284,1p6-45"
"9","13",Undirected,"1p17-284,1p6-48"
"4","37",Undirected,"1p17-284"
"40","12",Undirected,"1p17-280,1p6-10,2p6-54595"
"49","43",Undirected,"1p17-282,1p6-10"
"30","50",Undirected,"1p17-280"
"31","23",Undirected,"3p17-32,1p6-16,26p6-10785"
"33","47",Undirected,"1p17-286,1p6-16"
"57","53",Undirected,"1p6-10,2p6-26629"
"39","34",Undirected,"1p17-286,18p6-0,1p6-36,23p6-200,12p6-240"
"8","14",Undirected,"1p17-280,1p6-21"
"26","15",Undirected,"1p17-284,1p6-20"
"36","20",Undirected,"1p6-40,19p6-508,921p6-16335"
"39","27",Undirected,"1p6-36,15p6-746,23p6-201"
"33","22",Undirected,"1p6-30"
"37","36",Undirected,"4p17-6,2p17-4654,6p6-17634"
"43","38",Undirected,"1p17-284,1p6-10"
"28","45",Undirected,"1p17-280"
"39","40",Undirected,"1p6-20,3p17-14,18p6-241,2p17-948,23p6-200"
"57","49",Undirected,"1p17-284,1p6-22"
"24","11",Undirected,"1p17-282,1p6-20"
"27","7",Undirected,"1p17-280,1p6-10,12p6-3158"
"3","43",Undirected,"1p17-282,1p6-40"
"42","47",Undirected,"1p17-28,1p6-32"
"31","51",Undirected,"31p6-32"
"3","48",Undirected,"1p17-284,1p6-10,12p6-32719"
"5","27",Undirected,"1p17-284"
"41","20",Undirected,"1p17-282"
"3","39",Undirected,"1p6-10,2p17-220,6p6-8061"
"51","12",Undirected,"1p17-282,1p6-10,2p6-2818"
"15","23",Undirected,"1p17-284,1p6-20,3p17-18"
"49","35",Undirected,"1p6-16"
"31","8",Undirected,"908p6-360,1p6-10"
"4","35",Undirected,"1p6-10"
"6","17",Undirected,"1p6-10,2p17-1378,6p6-3893"
"23","47",Undirected,"1p6-16"
"32","24",Undirected,"1p17-284,1p6-20"
"43","57",Undirected,"1p17-280,1p6-10,2p6-9000"
"67","158",Undirected,"2302p6-722"
"9","41",Undirected,"1p17-282,1p6-20"
"36","5",Undirected,"11p6-450,1p17-282,19p6-756,18p6-1759,1p6-30"
"27","57",Undirected,"1p17-284,2p6-1806"
"31","1",Undirected,"1p6-16"
"20","51",Undirected,"1p6-10,31p6-70949"
"22","32",Undirected,"1p17-280,1p6-10"
"26","48",Undirected,"1p17-284,12p6-27755"
"19","38",Undirected,"1p17-282"
"10","23",Undirected,"1p6-32,3p17-12"
"24","20",Undirected,"1p17-282,1p6-10"
"27","33",Undirected,"31p6-45017"
"14","4",Undirected,"1p17-282,1p6-10"
"51","43",Undirected,"102p6-9384,358p6-344,381p6-4296,357p6-374,185p6-3609,50p6-22,982p6-5651,264p6-371,369p6-7884,180p6-1757,195p6-92093,202p6-12069,155p6-16556,368p6-8659,120p6-1487,31p6-304271,170p6-12971,82p6-9907,96p6-2233"
"29","20",Undirected,"1p17-282,1p6-30"
"10","49",Undirected,"1p17-280,1p6-44,33p6-17780"
"33","17",Undirected,"4p17-4,1p17-286,1p6-20,2p17-3598,6p6-25859"
"15","27",Undirected,"1p17-282"
"31","36",Undirected,"4p17-6,37p6-92,1p6-32,2p17-16294,4p6-1536,6p6-5857"
"15","21",Undirected,"1p17-282,12p6-5994"
"8","1",Undirected,"1p17-284,1p6-10"
"115","143",Undirected,"15p6-10812"
"17","19",Undirected,"1p6-13"
"8","33",Undirected,"1p17-280"
"5","26",Undirected,"1p17-282,1p6-10"
"53","29",Undirected,"1p6-10"
"40","41",Undirected,"1p17-280,1p6-10"
"21","16",Undirected,"1p17-280"
"50","45",Undirected,"1p17-284,31p6-5622"
"14","45",Undirected,"1p6-30"
"45","26",Undirected,"1p6-20"
"21","32",Undirected,"1p17-280,1p6-20"
"20","14",Undirected,"1p17-280,1p6-30"
"8","29",Undirected,"1p17-278,1p6-10"
"64","159",Undirected,"3p17-8"
"37","31",Undirected,"1p17-282,1p6-10"
"2","34",Undirected,"1p6-10"
"23","57",Undirected,"1p6-20,2p6-5670"
"15","45",Undirected,"28p6-6248,1p6-30"
"22","26",Undirected,"1p17-284,7p6-1243,1p6-10"
"10","34",Undirected,"1p17-282"
"8","27",Undirected,"1p17-282,1p6-40"
"39","32",Undirected,"1p17-282,18p6-0,1p6-13,23p6-200"
"21","35",Undirected,"1p17-282,1p6-10"
"45","22",Undirected,"1p17-280,1p6-20"
"15","38",Undirected,"1p17-286"
"28","38",Undirected,"1p17-284,1p6-20"
"17","40",Undirected,"3p17-20,18p6-513,2p17-9472"
"43","22",Undirected,"1p6-10"
"4","46",Undirected,"1p17-284,9p6-22051,1p6-22,10p6-47398"
"46","41",Undirected,"1p6-36"
"30","39",Undirected,"1p17-284,1p6-34,2p17-224,6p6-3225"
"6","37",Undirected,"1p17-284,1p6-42"
"24","38",Undirected,"1p17-286"
"36","24",Undirected,"1p17-282,19p6-488"
"15","43",Undirected,"28p6-6241,1p17-284,1p6-10"
"5","37",Undirected,"1p17-284"
"160","59",Undirected,"73p17-5,74p17-3"
"38","41",Undirected,"1p17-282"
"16","17",Undirected,"5p6-2009,1p6-26,2p17-5262,4p6-2358,6p6-16865"
"4","42",Undirected,"1p17-282,1p6-64"
"27","20",Undirected,"1p17-284,1p6-20"
"17","10",Undirected,"20p6-15355,1p17-282"
"57","33",Undirected,"1p17-284,1p6-10"
"47","27",Undirected,"1p17-284,1p6-16"
"22","38",Undirected,"1p17-280"
"38","15",Undirected,"1p6-10"
"18","36",Undirected,"1p17-280,1p6-36,2p17-426,6p6-17853"
"3","32",Undirected,"1p17-282"
"53","7",Undirected,"1p6-32,12p6-232"
"38","4",Undirected,"1p6-48"
"35","30",Undirected,"1p6-10"
"1","36",Undirected,"1p6-10,2p17-26718,4p6-23922,6p6-12551"
"42","37",Undirected,"1p17-282"
"57","46",Undirected,"1p17-282,1p6-38"
"30","38",Undirected,"1p17-284,1p6-10"
"40","28",Undirected,"11p6-15143,1p17-282"
"6","57",Undirected,"1p17-278,1p6-16"
"45","46",Undirected,"9p6-50,1p17-286"
"29","45",Undirected,"1p17-280,1p6-20"
"6","7",Undirected,"1p6-10,12p6-3297"
"53","6",Undirected,"1p17-282"
"36","48",Undirected,"1p6-20,19p6-702,768p6-380,12p6-115425"
"30","37",Undirected,"1p6-10"
"31","37",Undirected,"776p6-360,1p6-20"
"29","43",Undirected,"1p6-20"
"26","49",Undirected,"1p6-16,33p6-11866"
"108","103",Undirected,"8p6-23807"
"4","30",Undirected,"1p17-282,9p6-22339,1p6-22,10p6-46212"
"24","29",Undirected,"1p17-282,1p6-30"
"41","27",Undirected,"1p17-282,1p6-40,15p6-10"
"46","1",Undirected,"1p17-284"
"43","39",Undirected,"2p17-1452,6p6-5624"
"23","28",Undirected,"11p6-40245"
"20","33",Undirected,"1p6-20,31p6-244694"
"35","32",Undirected,"1p6-30"
"35","19",Undirected,"1p6-30"
"19","21",Undirected,"1p6-30"
"7","30",Undirected,"1p17-282,1p6-10"
"5","32",Undirected,"1p17-282,1p6-16"
"21","18",Undirected,"1p17-282,1p6-20"
"35","45",Undirected,"1p17-282,1p6-10,31p6-42245"
"35","39",Undirected,"1p17-282,1p6-39,2p17-6308,6p6-14076"
"4","43",Undirected,"1p17-282,1p6-16"
"9","7",Undirected,"1p6-10,12p6-232"
"53","14",Undirected,"1p17-138,1p6-32"
"161","59",Undirected,"73p17-5"
"7","42",Undirected,"24p6-600,1p17-284,1p6-10"
"26","13",Undirected,"1p6-16"
"57","29",Undirected,"1p6-26"
"5","33",Undirected,"1p17-280,1p6-10"
"38","47",Undirected,"1p6-17"
"30","21",Undirected,"1p6-10"
"49","31",Undirected,"1p6-22"
"13","46",Undirected,"1p17-282,1p6-16"
"35","8",Undirected,"1p6-10"
"162","163",Undirected,"73p17-5,74p17-3"
"18","48",Undirected,"1p6-26,12p6-30885"
"3","41",Undirected,"1p6-20"
"28","32",Undirected,"1p17-282"
"8","11",Undirected,"1p6-16"
"33","31",Undirected,"1p17-278,1p6-26,42p6-36"
"44","25",Undirected,"8p6-393"
"21","24",Undirected,"1p6-20"
"50","49",Undirected,"1p6-16,33p6-2107"
"43","28",Undirected,"1p17-282,1p6-10"
"47","5",Undirected,"11p6-13914,1p17-282,1p6-38"
"1","51",Undirected,"1p6-26"
"35","51",Undirected,"1p17-284,31p6-28028"
"21","36",Undirected,"1p17-282,1p6-20,2p17-828,6p6-3901"
"11","44",Undirected,"1p17-282"
"6","29",Undirected,"1p17-284,1p6-20"
"38","9",Undirected,"32p6-0,1p6-30"
"39","31",Undirected,"1p17-280,23p6-200,42p6-688"
"7","12",Undirected,"1p17-282"
"15","31",Undirected,"38p6-3579,916p6-5394,905p6-3597,1p17-280,775p6-5397,1p6-16,912p6-5397,919p6-5397,42p6-5938,911p6-960,40p6-1437"
"38","1",Undirected,"1p6-16"
"17","21",Undirected,"1p17-282,1p6-10"
"13","21",Undirected,"1p6-16"
"23","8",Undirected,"1p17-282,1p6-20"
"57","19",Undirected,"1p17-284,1p6-10"
"7","40",Undirected,"3p17-12,1p6-10"
"15","13",Undirected,"1p17-282,36p6-68,55p6-5978"
"10","28",Undirected,"11p6-13838,1p6-16"
"19","8",Undirected,"1p17-284,1p6-30"
"30","28",Undirected,"1p6-10"
"7","10",Undirected,"1p17-284,1p6-16"
